keyword,quality_attribute,matched_words,nunique,total_matched
lock,security,"['lock' 'lock-free' 'lockstep' 'locks' 'lockset' 'locker' 'locking'
 'locked' 'lockable' 'lockname' 'lockinds' 'locksets' 'lock-prefixed'
 'lock-count' 'lockup' 'lock-unlock' 'lockind' 'lockfilemanager'
 'lock-step' 'lockcompilationduringusercodeexecution' 'lockdefaultunits'
 'lock-protected' 'lock-release' 'lock-in' 'lockfilename' 'lockr' 'lockf'
 'lockstepreverseiterator' 'lockers' 'lockkind' 'lockmap' 'lockups'
 'lock-type' 'lockandinit' 'lockfilebase' 'lockprefixtable'
 'lockfileposix' 'lockfile' 'lockfilewindows' 'lock-based' 'lock-centric'
 'lock-program-freezes' 'lockguard' 'lockdefautunits' 'lockfocusifcandraw'
 'lockforreadingwithexceptionhandler' 'lock-'
 'lock-already-released-tthread-member-function' 'lock-tcling-unloadfile'
 'locks-testing' 'locked-in-memory' 'lock-file' 'locket' 'lockfile-'
 'locket-' 'locked-down' 'lockdown']",57,2184
log,deployability,"['log' 'logfile' 'logic' 'logging' 'logs' 'logical' 'logits' 'log-sum-exp'
 'logged' 'logtostderr' 'logo' 'logdir' 'logically' 'login' 'logo-icon'
 'logx' 'logs-parallel' 'logmessage' 'logarithmic' 'logfiles' 'logit'
 'logics' 'logcrab' 'logarithm' 'loginfo' 'logtomacro' 'logical-and'
 'logical-and-expression' 'logical-or-expression' 'logicals' 'logstream'
 'logl' 'logical-or' 'logpdf' 'loglen-' 'loggers' 'logn' 'loglevel'
 'logon' 'logalignment' 'logger' 'logid' 'logarithmic-time' 'logtaux'
 'logtauy' 'logevalerror' 'logistics' 'logical-shape' 'logical-shapes'
 'lognormal' 'log-likelihood' 'logofmantissa' 'logonly' 'logz'
 'logicnonshiftreg' 'loglikelihood' 'logicalview' 'logicaland' 'logicalor'
 'loging' 'logemann-loveland' 'logicop' 'log-rebasing'
 'lognormaldistribution' 'logicalshape' 'logmacros' 'logicalvisitor'
 'log-parabola' 'logicopc' 'log-normal' 'log-like' 'logy' 'logfilewrk'
 'logged-in' 'log-' 'logarithmically' 'logarithms'
 'logisticregressionlayer' 'logic-of-compares' 'logistic'
 'loglikelihoodfcn' 'logb' 'log-current-query-only' 'logicalty'
 'logicalrecords' 'logbias' 'logerror' 'logical-xor' 'logepsilonpm'
 'logbuilder' 'log-lokelihood' 'logical-shift-by-' 'log-equidistant'
 'logical-not' 'logical-nots' 'log-formula' 'logstring' 'logkappa'
 'logerrorstostderr' 'logf' 'logsize' 'logicalresult' 'logfloatreward'
 'logfloatvalue' 'logreward' 'logz-like' 'logicops' 'logfinalreward'
 'logtauxplot' 'logtauyplot' 'logevalerror-type' 'log-file' 'logalign'
 'logt' 'logref' 'logfactorial' 'loggamma' 'loggs' 'logr' 'logtext'
 'logdiagnosticprinter' 'logicalshift' 'logial' 'log-likelihoods'
 'log-space' 'loginterval' 'logically-combined' 'logical-and-with-invert'
 'logical-or-with-invert' 'log-gap' 'logaritmic' 'logpixelsy' 'loggging'
 'log-to-' 'logoff' 'loge' 'logy-like' 'logical-op' 'log-interpolation'
 'logtaucurvature' 'log-to-macro-saving' 'logtausure' 'logvalue'
 'logicopsworklist' 'logx-like' 'log-poisson' 'logwise' 'logerrorp'
 'logbox' 'logarithmical' 'logical-name' 'logimplementationsymbol'
 'logviewer' 'logical-operations' 'logscale-on-z-axis-in-' 'logerrorv'
 'logchanneldwarf' 'logarithmical-search' 'logbuilderconsumer'
 'logfilemaxsize' 'log-scale' 'logbf' 'loggertests' 'logicalblock'
 'logcount' 'logtwo' 'logbl' 'logical-operand' 'logicalopuselessarg'
 'logv' 'logicalcpubandwidthcontrol' 'logsocketrates' 'log-level'
 'logname' 'logreader' 'logic-and-silence-wparentheses-warning'
 'log-lines' 'logging-related' 'log-spam' 'logxmax' 'logxmax-logxmin'
 'logxmin' 'logarithmic-axis' 'loglexecpolicy' 'loghi' 'logtimings'
 'log-ouput' 'logicalcpubandwithcontrol' 'loggiing' 'logicalcpu' 'loglo'
 'log-files' 'log-message' 'logos' 'logfoldchange' 'logarithmize'
 'logarithmized' 'loggerdict' 'logreg' 'logisticregression'
 'log-normalized' 'logfc' 'logfoldchanges' 'log-transformed' 'logg'
 'log-transform' 'logarithmization' 'log-fold' 'log-norm'
 'logisticregressioncv' 'log-ed' 'lognormized' 'logstatus' 'logcounts'
 'log-scaling' 'logarithmizing' 'log-ratio' 'login-' 'logfcs' 'log-mean'
 'logspace' 'logaritmize' 'logzero' 'log-transomed' 'log-transformation'
 'lognorm' 'logistic-regression' 'log-counts' 'lognormalize' 'log-ish'
 'log-normalizing' 'log-transforming' 'log-normalization' 'lognormed'
 'logfname' 'logicle' 'loguru' 'loged' 'logscale' 'log-scaled' 'logpath'
 'log-normally' 'loggers-']",243,10899
log,safety,"['log' 'logfile' 'logic' 'logging' 'logs' 'logical' 'logits' 'log-sum-exp'
 'logged' 'logtostderr' 'logo' 'logdir' 'logically' 'login' 'logo-icon'
 'logx' 'logs-parallel' 'logmessage' 'logarithmic' 'logfiles' 'logit'
 'logics' 'logcrab' 'logarithm' 'loginfo' 'logtomacro' 'logical-and'
 'logical-and-expression' 'logical-or-expression' 'logicals' 'logstream'
 'logl' 'logical-or' 'logpdf' 'loglen-' 'loggers' 'logn' 'loglevel'
 'logon' 'logalignment' 'logger' 'logid' 'logarithmic-time' 'logtaux'
 'logtauy' 'logevalerror' 'logistics' 'logical-shape' 'logical-shapes'
 'lognormal' 'log-likelihood' 'logofmantissa' 'logonly' 'logz'
 'logicnonshiftreg' 'loglikelihood' 'logicalview' 'logicaland' 'logicalor'
 'loging' 'logemann-loveland' 'logicop' 'log-rebasing'
 'lognormaldistribution' 'logicalshape' 'logmacros' 'logicalvisitor'
 'log-parabola' 'logicopc' 'log-normal' 'log-like' 'logy' 'logfilewrk'
 'logged-in' 'log-' 'logarithmically' 'logarithms'
 'logisticregressionlayer' 'logic-of-compares' 'logistic'
 'loglikelihoodfcn' 'logb' 'log-current-query-only' 'logicalty'
 'logicalrecords' 'logbias' 'logerror' 'logical-xor' 'logepsilonpm'
 'logbuilder' 'log-lokelihood' 'logical-shift-by-' 'log-equidistant'
 'logical-not' 'logical-nots' 'log-formula' 'logstring' 'logkappa'
 'logerrorstostderr' 'logf' 'logsize' 'logicalresult' 'logfloatreward'
 'logfloatvalue' 'logreward' 'logz-like' 'logicops' 'logfinalreward'
 'logtauxplot' 'logtauyplot' 'logevalerror-type' 'log-file' 'logalign'
 'logt' 'logref' 'logfactorial' 'loggamma' 'loggs' 'logr' 'logtext'
 'logdiagnosticprinter' 'logicalshift' 'logial' 'log-likelihoods'
 'log-space' 'loginterval' 'logically-combined' 'logical-and-with-invert'
 'logical-or-with-invert' 'log-gap' 'logaritmic' 'logpixelsy' 'loggging'
 'log-to-' 'logoff' 'loge' 'logy-like' 'logical-op' 'log-interpolation'
 'logtaucurvature' 'log-to-macro-saving' 'logtausure' 'logvalue'
 'logicopsworklist' 'logx-like' 'log-poisson' 'logwise' 'logerrorp'
 'logbox' 'logarithmical' 'logical-name' 'logimplementationsymbol'
 'logviewer' 'logical-operations' 'logscale-on-z-axis-in-' 'logerrorv'
 'logchanneldwarf' 'logarithmical-search' 'logbuilderconsumer'
 'logfilemaxsize' 'log-scale' 'logbf' 'loggertests' 'logicalblock'
 'logcount' 'logtwo' 'logbl' 'logical-operand' 'logicalopuselessarg'
 'logv' 'logicalcpubandwidthcontrol' 'logsocketrates' 'log-level'
 'logname' 'logreader' 'logic-and-silence-wparentheses-warning'
 'log-lines' 'logging-related' 'logxmax' 'logxmax-logxmin' 'logxmin'
 'logarithmic-axis' 'loglexecpolicy' 'loghi' 'logtimings' 'log-ouput'
 'logicalcpubandwithcontrol' 'loggiing' 'logicalcpu' 'loglo' 'log-files'
 'log-message' 'logos' 'logfoldchange' 'logarithmize' 'logarithmized'
 'loggerdict' 'logreg' 'logisticregression' 'log-normalized' 'logfc'
 'logfoldchanges' 'log-transformed' 'logg' 'log-transform'
 'logarithmization' 'log-fold' 'log-norm' 'logisticregressioncv' 'log-ed'
 'lognormized' 'logstatus' 'logcounts' 'log-scaling' 'logarithmizing'
 'log-ratio' 'login-' 'logfcs' 'log-mean' 'logspace' 'logaritmize'
 'logzero' 'log-transomed' 'log-transformation' 'lognorm'
 'logistic-regression' 'log-counts' 'lognormalize' 'log-ish'
 'log-normalizing' 'log-transforming' 'log-normalization' 'lognormed'
 'logfname' 'logicle' 'loguru' 'loged' 'logscale' 'log-scaled' 'logpath'
 'log-normally' 'loggers-']",242,10906
log,security,"['log' 'logfile' 'logic' 'logging' 'logs' 'logical' 'logits' 'log-sum-exp'
 'logged' 'logtostderr' 'logo' 'logdir' 'logically' 'login' 'logo-icon'
 'logx' 'logs-parallel' 'logmessage' 'logarithmic' 'logfiles' 'logit'
 'logics' 'logcrab' 'logarithm' 'loginfo' 'logtomacro' 'logical-and'
 'logical-and-expression' 'logical-or-expression' 'logicals' 'logstream'
 'logl' 'logical-or' 'logpdf' 'loglen-' 'loggers' 'logn' 'loglevel'
 'logon' 'logalignment' 'logger' 'logid' 'logarithmic-time' 'logtaux'
 'logtauy' 'logevalerror' 'logistics' 'logical-shape' 'logical-shapes'
 'lognormal' 'log-likelihood' 'logofmantissa' 'logonly' 'logz'
 'logicnonshiftreg' 'loglikelihood' 'logicalview' 'logicaland' 'logicalor'
 'loging' 'logemann-loveland' 'logicop' 'log-rebasing'
 'lognormaldistribution' 'logicalshape' 'logmacros' 'logicalvisitor'
 'log-parabola' 'logicopc' 'log-normal' 'log-like' 'logy' 'logfilewrk'
 'logged-in' 'log-' 'logarithmically' 'logarithms'
 'logisticregressionlayer' 'logic-of-compares' 'logistic'
 'loglikelihoodfcn' 'logb' 'log-current-query-only' 'logicalty'
 'logicalrecords' 'logbias' 'logerror' 'logical-xor' 'logepsilonpm'
 'logbuilder' 'log-lokelihood' 'logical-shift-by-' 'log-equidistant'
 'logical-not' 'logical-nots' 'log-formula' 'logstring' 'logkappa'
 'logerrorstostderr' 'logf' 'logsize' 'logicalresult' 'logfloatreward'
 'logfloatvalue' 'logreward' 'logz-like' 'logicops' 'logfinalreward'
 'logtauxplot' 'logtauyplot' 'logevalerror-type' 'log-file' 'logalign'
 'logt' 'logref' 'logfactorial' 'loggamma' 'loggs' 'logr' 'logtext'
 'logdiagnosticprinter' 'logicalshift' 'logial' 'log-likelihoods'
 'log-space' 'loginterval' 'logically-combined' 'logical-and-with-invert'
 'logical-or-with-invert' 'log-gap' 'logaritmic' 'logpixelsy' 'loggging'
 'log-to-' 'logoff' 'loge' 'logy-like' 'logical-op' 'log-interpolation'
 'logtaucurvature' 'log-to-macro-saving' 'logtausure' 'logvalue'
 'logicopsworklist' 'logx-like' 'log-poisson' 'logwise' 'logerrorp'
 'logbox' 'logarithmical' 'logical-name' 'logimplementationsymbol'
 'logviewer' 'logical-operations' 'logscale-on-z-axis-in-' 'logerrorv'
 'logchanneldwarf' 'logarithmical-search' 'logbuilderconsumer'
 'logfilemaxsize' 'log-scale' 'logbf' 'loggertests' 'logicalblock'
 'logcount' 'logtwo' 'logbl' 'logical-operand' 'logicalopuselessarg'
 'logv' 'logicalcpubandwidthcontrol' 'logsocketrates' 'log-level'
 'logname' 'logreader' 'logic-and-silence-wparentheses-warning'
 'log-lines' 'logging-related' 'log-spam' 'logxmax' 'logxmax-logxmin'
 'logxmin' 'logarithmic-axis' 'loglexecpolicy' 'loghi' 'logtimings'
 'log-ouput' 'logicalcpubandwithcontrol' 'loggiing' 'logicalcpu' 'loglo'
 'log-files' 'log-message' 'logos' 'logfoldchange' 'logarithmize'
 'logarithmized' 'loggerdict' 'logreg' 'logisticregression'
 'log-normalized' 'logfc' 'logfoldchanges' 'log-transformed' 'logg'
 'log-transform' 'logarithmization' 'log-fold' 'log-norm'
 'logisticregressioncv' 'log-ed' 'lognormized' 'logstatus' 'logcounts'
 'log-scaling' 'logarithmizing' 'log-ratio' 'login-' 'logfcs' 'log-mean'
 'logspace' 'logaritmize' 'logzero' 'log-transomed' 'log-transformation'
 'lognorm' 'logistic-regression' 'log-counts' 'lognormalize' 'log-ish'
 'log-normalizing' 'log-transforming' 'log-normalization' 'lognormed'
 'logfname' 'logicle' 'loguru' 'loged' 'logscale' 'log-scaled' 'logpath'
 'log-normally' 'loggers-']",243,10908
log,testability,"['log' 'logfile' 'logic' 'logging' 'logs' 'logical' 'logits' 'log-sum-exp'
 'logged' 'logtostderr' 'logo' 'logdir' 'logically' 'login' 'logo-icon'
 'logx' 'logs-parallel' 'logmessage' 'logarithmic' 'logfiles' 'logit'
 'logics' 'logcrab' 'logarithm' 'loginfo' 'logtomacro' 'logical-and'
 'logical-and-expression' 'logical-or-expression' 'logicals' 'logstream'
 'logl' 'logical-or' 'logpdf' 'loglen-' 'loggers' 'logn' 'loglevel'
 'logon' 'logalignment' 'logger' 'logid' 'logarithmic-time' 'logtaux'
 'logtauy' 'logevalerror' 'logistics' 'logical-shape' 'logical-shapes'
 'lognormal' 'log-likelihood' 'logofmantissa' 'logonly' 'logz'
 'logicnonshiftreg' 'loglikelihood' 'logicalview' 'logicaland' 'logicalor'
 'loging' 'logemann-loveland' 'logicop' 'log-rebasing'
 'lognormaldistribution' 'logicalshape' 'logmacros' 'logicalvisitor'
 'log-parabola' 'logicopc' 'log-normal' 'log-like' 'logy' 'logfilewrk'
 'logged-in' 'log-' 'logarithmically' 'logarithms'
 'logisticregressionlayer' 'logic-of-compares' 'logistic'
 'loglikelihoodfcn' 'logb' 'log-current-query-only' 'logicalty'
 'logicalrecords' 'logbias' 'logerror' 'logical-xor' 'logepsilonpm'
 'logbuilder' 'log-lokelihood' 'logical-shift-by-' 'log-equidistant'
 'logical-not' 'logical-nots' 'log-formula' 'logstring' 'logkappa'
 'logerrorstostderr' 'logf' 'logsize' 'logicalresult' 'logfloatreward'
 'logfloatvalue' 'logreward' 'logz-like' 'logicops' 'logfinalreward'
 'logtauxplot' 'logtauyplot' 'logevalerror-type' 'logalign' 'logt'
 'logref' 'logfactorial' 'loggamma' 'loggs' 'logr' 'logtext'
 'logdiagnosticprinter' 'logicalshift' 'logial' 'log-likelihoods'
 'log-space' 'loginterval' 'logically-combined' 'logical-and-with-invert'
 'logical-or-with-invert' 'log-gap' 'logaritmic' 'logpixelsy' 'loggging'
 'log-to-' 'logoff' 'loge' 'logy-like' 'logical-op' 'log-interpolation'
 'logtaucurvature' 'log-to-macro-saving' 'logtausure' 'logvalue'
 'logicopsworklist' 'logx-like' 'log-poisson' 'logwise' 'logerrorp'
 'logbox' 'logarithmical' 'logical-name' 'logimplementationsymbol'
 'logviewer' 'logical-operations' 'logscale-on-z-axis-in-' 'logerrorv'
 'logchanneldwarf' 'logarithmical-search' 'logbuilderconsumer'
 'logfilemaxsize' 'log-scale' 'logbf' 'loggertests' 'logicalblock'
 'logcount' 'logtwo' 'logbl' 'logical-operand' 'logicalopuselessarg'
 'logv' 'logicalcpubandwidthcontrol' 'logsocketrates' 'log-level'
 'logname' 'log-file' 'logreader' 'logic-and-silence-wparentheses-warning'
 'log-lines' 'logging-related' 'log-spam' 'logxmax' 'logxmax-logxmin'
 'logxmin' 'logarithmic-axis' 'loglexecpolicy' 'loghi' 'logtimings'
 'log-ouput' 'logicalcpubandwithcontrol' 'loggiing' 'logicalcpu' 'loglo'
 'log-files' 'log-message' 'logos' 'logfoldchange' 'logarithmize'
 'logarithmized' 'loggerdict' 'logreg' 'logisticregression'
 'log-normalized' 'logfc' 'logfoldchanges' 'log-transformed' 'logg'
 'log-transform' 'logarithmization' 'log-fold' 'log-norm'
 'logisticregressioncv' 'log-ed' 'lognormized' 'logstatus' 'logcounts'
 'log-scaling' 'logarithmizing' 'log-ratio' 'login-' 'logfcs' 'log-mean'
 'logspace' 'logaritmize' 'logzero' 'log-transomed' 'log-transformation'
 'lognorm' 'logistic-regression' 'log-counts' 'lognormalize' 'log-ish'
 'log-normalizing' 'log-transforming' 'log-normalization' 'lognormed'
 'logfname' 'logicle' 'loguru' 'loged' 'logscale' 'log-scaled' 'logpath'
 'log-normally' 'loggers-']",243,10907
loss,security,"['loss' 'losses' 'losstensor' 'lossy' 'lossless' 'lossfunctioneventinfo'
 'lossfunction' 'losslessly' 'lossfunctionbdt' 'lossage' 'lossiness'
 'lossless-crop' 'lossless-resize' 'lossily' 'loss-cpu'
 'lossfunctionscuda' 'loss-functions-cpu' 'loss-functions'
 'loss-some-eopchs-loss-is-inf'
 'loss-of-performance-using-roofit-range-in-root-']",20,1323
maintain,modifiability,"['maintain' 'maintains' 'maintainers' 'maintained' 'maintainer'
 'maintaining' 'maintainability' 'maintainable' 'maintaing' 'maintainance'
 'maintainer-security-advisories']",11,1212
maintain,safety,"['maintain' 'maintains' 'maintainers' 'maintained' 'maintainer'
 'maintaining' 'maintainability' 'maintainable' 'maintaing' 'maintainance'
 'maintainer-security-advisories']",11,1212
mainten,availability,['maintenance-policy' 'maintenance' 'maintenance-wise' 'maintenence'],4,157
mainten,reliability,['maintenance-policy' 'maintenance' 'maintenance-wise' 'maintenence'],4,157
malwar,security,['malware'],1,1
manag,deployability,"['manages' 'manager' 'management' 'managing' 'managing-projects' 'manage'
 'managing-organization' 'managed' 'managecases' 'manageable'
 'manage-docker-as-a-non-root-user' 'managers' 'managedstatic'
 'managedstatics' 'managment' 'managedfree' 'managedstaticbase'
 'manager-like' 'managedvar' 'management-optimizations' 'manageflags'
 'managedallocate' 'managing-speculation-on-amd-processors'
 'managing-labels' 'managament' 'managerprevent' 'managedstringpool'
 'managedmemoryrewrite' 'managing-workflow-runs'
 'managetheirlifetimesmyself' 'managing-protected-branches' 'managable'
 'managed-environment' 'manage-environments']",34,4202
manag,energy efficiency,"['manages' 'manager' 'management' 'managed' 'managing' 'managing-projects'
 'manage' 'managing-organization' 'managecases' 'manageable'
 'manage-docker-as-a-non-root-user' 'managers' 'managedstatic'
 'managedstatics' 'managment' 'managedfree' 'managedstaticbase'
 'manager-like' 'managedvar' 'management-optimizations' 'manageflags'
 'managedallocate' 'managing-speculation-on-amd-processors'
 'managing-labels' 'managament' 'managerprevent' 'managedstringpool'
 'managedmemoryrewrite' 'managing-workflow-runs'
 'managetheirlifetimesmyself' 'managing-protected-branches' 'managable'
 'managed-environment' 'manage-environments']",34,4212
manag,safety,"['manages' 'manager' 'management' 'managed' 'managing' 'managing-projects'
 'manage' 'managing-organization' 'managecases' 'manageable'
 'manage-docker-as-a-non-root-user' 'managers' 'managedstatic'
 'managedstatics' 'managment' 'managedfree' 'managedstaticbase'
 'manager-like' 'managedvar' 'management-optimizations' 'manageflags'
 'managedallocate' 'managing-speculation-on-amd-processors'
 'managing-labels' 'managament' 'managerprevent' 'managedstringpool'
 'managedmemoryrewrite' 'managing-workflow-runs'
 'managetheirlifetimesmyself' 'managing-protected-branches' 'managable'
 'manage-environments']",33,4213
manag environ,reliability,['manage environment'],1,1
manag tool,reliability,['management tooling' 'management tool'],2,2
markov,availability,"['markov' 'markov-chain' 'markovchain' 'markoverdefined' 'markovchaindata'
 'markov-logical']",6,124
